"id","occupation_type","urban_contiguity","establishment_time","real_estate","special_zone","protected_areas","preservation_areas","risk_situation","risk_susceptibility","parcels_access","parcels_layout","parcels_distance","buildings_condition","infrastructure_condition"
"NUI2248","12_Informal","41_Central","21_<10y","32_Stable","51_Yes","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2247","11_Slum","42_Periphery or remote","21_<10y","31_Increase","51_Yes","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2261","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2251",NA,"42_Periphery or remote","22_>10y","32_Stable","53_N.A","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI2259","11_Slum","42_Periphery or remote","22_>10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","143_Inadequate"
"NUI2256","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","143_Inadequate"
"NUI2069","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2091","12_Informal","42_Periphery or remote","21_<10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","141_Adequate"
"NUI2089","11_Slum","42_Periphery or remote","21_<10y","32_Stable","51_Yes","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","141_Adequate"
"NUI2086","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2084","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2085","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","143_Inadequate"
"NUI2064","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","141_Adequate"
"NUI2066","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2068","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2065","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2067","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2090","12_Informal","42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","142_Partial"
"NUI2095",NA,"42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","141_Adequate"
"NUI2074","12_Informal","41_Central","22_>10y","31_Increase","51_Yes","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2072","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2092","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","142_Partial"
"NUI2075","12_Informal","41_Central","22_>10y","31_Increase","51_Yes","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2073","12_Informal","41_Central","22_>10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","142_Partial"
"NUI2061",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","142_Partial"
"NUI2063",NA,"41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2087","11_Slum","42_Periphery or remote","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2070","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2071","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2093","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","142_Partial"
"NUI2054",NA,"42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","143_Inadequate"
"NUI2056",NA,"42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","143_Inadequate"
"NUI2055","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2053",NA,"42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","143_Inadequate"
"NUI2060","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2058","11_Slum","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2059","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2057","11_Slum","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2101","12_Informal","41_Central","21_<10y","32_Stable","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","134_N.A","142_Partial"
"NUI2103","12_Informal","41_Central","21_<10y","31_Increase","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI2111","12_Other type","42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","82_No","93_N.A","103_N.A","113_N.A","123_N.A","134_N.A","143_Inadequate"
"NUI2105","12_Informal","41_Central","21_<10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI2115","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","143_Inadequate"
"NUI2116","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2104","12_Informal","41_Central","21_<10y","31_Increase","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","134_N.A","143_Inadequate"
"NUI2106","12_Informal","41_Central","22_>10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","102_Mostly_absent","112_Undefined","121_Present","134_N.A","143_Inadequate"
"NUI2108","12_Other type","42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","82_No","93_N.A","102_Mostly_absent","113_N.A","123_N.A","134_N.A","143_Inadequate"
"NUI2113",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","102_Mostly_absent","113_N.A","123_N.A","134_N.A","143_Inadequate"
"NUI2112",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","102_Mostly_absent","113_N.A","123_N.A","134_N.A","143_Inadequate"
"NUI2107",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","113_N.A","123_N.A","134_N.A","142_Partial"
"NUI2100","11_Slum","41_Central","22_>10y","31_Increase","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","142_Partial"
"NUI2099","11_Slum","41_Central","22_>10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI2114","12_Other type","42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","82_No","93_N.A","102_Mostly_absent","113_N.A","123_N.A","134_N.A","143_Inadequate"
"NUI2102","12_Informal","42_Periphery or remote","21_<10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","134_N.A","143_Inadequate"
"NUI2079",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","134_N.A","142_Partial"
"NUI2096","12_Informal","41_Central","22_>10y","31_Increase","51_Yes","61_Yes","71_Yes","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI2081",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","141_Adequate"
"NUI2080",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2109","12_Other type","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","102_Mostly_absent","113_N.A","123_N.A","134_N.A","143_Inadequate"
"NUI2110",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","102_Mostly_absent","113_N.A","123_N.A","134_N.A","143_Inadequate"
"NUI2098",NA,"42_Periphery or remote","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","83_N.A","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI2097",NA,"42_Periphery or remote","22_>10y","32_Stable","51_Yes","61_Yes","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","143_Inadequate"
"NUI2083","12_Informal","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","142_Partial"
"NUI2076","12_Informal","41_Central","21_<10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2088","11_Slum","42_Periphery or remote","21_<10y","32_Stable","51_Yes","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","141_Adequate"
"NUI2094","12_Informal","42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","113_N.A","123_N.A","134_N.A","141_Adequate"
"NUI2077",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","134_N.A","141_Adequate"
"NUI2082",NA,"42_Periphery or remote","21_<10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","134_N.A","142_Partial"
"NUI2062","11_Slum","42_Periphery or remote","21_<10y","31_Increase","52_No","62_No","71_Yes","83_N.A","93_N.A","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2078",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","134_N.A","142_Partial"
"NUI2130","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","142_Partial"
"NUI2145","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","134_N.A","142_Partial"
"NUI2128","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","82_No","92_No","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2163",NA,"41_Central","21_<10y","32_Stable","51_Yes","61_Yes","72_No","82_No","92_No","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2181",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2187",NA,"42_Periphery or remote","21_<10y","32_Stable","52_No","62_No","72_No","83_N.A","92_No","103_N.A","113_N.A","123_N.A","134_N.A","144_N.A"
"NUI2132","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI2153","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","133_Inadequate","141_Adequate"
"NUI2155","11_Slum","42_Periphery or remote","22_>10y","31_Increase","51_Yes","61_Yes","72_No","82_No","92_No","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2158","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2142","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","142_Partial"
"NUI2154","11_Slum","42_Periphery or remote","22_>10y","31_Increase","51_Yes","61_Yes","71_Yes","81_Yes","92_No","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2143","11_Slum","41_Central","22_>10y","31_Increase","51_Yes","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2129","11_Slum","41_Central","22_>10y","31_Increase","51_Yes","61_Yes","72_No","82_No","92_No","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2156","11_Slum","42_Periphery or remote","22_>10y","31_Increase","51_Yes","61_Yes","72_No","82_No","92_No","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","142_Partial"
"NUI2157","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","92_No","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2125","11_Slum","42_Periphery or remote","21_<10y","32_Stable","53_N.A","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI2146","11_Slum","41_Central","22_>10y","31_Increase","51_Yes","61_Yes","72_No","82_No","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","133_Inadequate","143_Inadequate"
"NUI2126","11_Slum","42_Periphery or remote","22_>10y","32_Stable","53_N.A","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI2127","11_Slum","42_Periphery or remote","22_>10y","32_Stable","53_N.A","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI2148","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","142_Partial"
"NUI2150","11_Slum","41_Central","22_>10y","31_Increase","51_Yes","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","143_Inadequate"
"NUI2137","11_Slum","41_Central","21_<10y","32_Stable","52_No","61_Yes","71_Yes","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2144","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","92_No","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","143_Inadequate"
"NUI2119","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2120","12_Informal","41_Central","21_<10y","31_Increase","53_N.A","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2117","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2118","12_Informal","41_Central","21_<10y","31_Increase","53_N.A","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2123","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2124","11_Slum","42_Periphery or remote","21_<10y","31_Increase","53_N.A","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI2121","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2122","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","143_Inadequate"
"NUI2182",NA,"41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI2183",NA,"41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","91_Yes","102_Mostly_absent","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2162","12_Informal","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","143_Inadequate"
"NUI2149","11_Slum","41_Central","22_>10y","31_Increase","52_No","61_Yes","71_Yes","81_Yes","91_Yes","102_Mostly_absent","111_Well-defined","121_Present","133_Inadequate","143_Inadequate"
"NUI2184","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","143_Inadequate"
"NUI2134","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","134_N.A","142_Partial"
"NUI2147","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","92_No","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2151","11_Slum","41_Central","22_>10y","31_Increase","51_Yes","61_Yes","72_No","82_No","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","134_N.A","142_Partial"
"NUI2138","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2139","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2168","12_Other type","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2167",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","111_Well-defined","121_Present","134_N.A","144_N.A"
"NUI2152","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","143_Inadequate"
"NUI2131","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","143_Inadequate"
"NUI2140","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","83_N.A","91_Yes","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI2141","11_Slum","41_Central","22_>10y","31_Increase","51_Yes","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","143_Inadequate"
"NUI2174","12_Other type","42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2173",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","111_Well-defined","121_Present","134_N.A","144_N.A"
"NUI2176",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2175",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2170",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2169",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2172","12_Other type","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","111_Well-defined","121_Present","134_N.A","144_N.A"
"NUI2171",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","83_N.A","92_No","101_Mostly_present","111_Well-defined","121_Present","134_N.A","144_N.A"
"NUI2179",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2178",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2166",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2180",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","71_Yes","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2165","12_Other type","42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","83_N.A","91_Yes","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2177",NA,"42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","71_Yes","83_N.A","92_No","102_Mostly_absent","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2164",NA,"42_Periphery or remote","22_>10y","31_Increase","52_No","61_Yes","72_No","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI2188",NA,"42_Periphery or remote","21_<10y","32_Stable","52_No","62_No","72_No","83_N.A","92_No","101_Mostly_present","113_N.A","123_N.A","134_N.A","144_N.A"
"NUI2207","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI2208","12_Informal","42_Periphery or remote","21_<10y","32_Stable","51_Yes","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2205",NA,"42_Periphery or remote","22_>10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI2206","11_Slum","42_Periphery or remote","21_<10y","31_Increase","51_Yes","61_Yes","72_No","82_No","93_N.A","102_Mostly_absent","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI2216",NA,"42_Periphery or remote","21_<10y","32_Stable","51_Yes","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2217",NA,"42_Periphery or remote","21_<10y","32_Stable","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI2209","12_Informal","42_Periphery or remote","21_<10y","32_Stable","51_Yes","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2210","12_Informal","42_Periphery or remote","21_<10y","32_Stable","51_Yes","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2196",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI2200","12_Informal","42_Periphery or remote","21_<10y","32_Stable","51_Yes","61_Yes","71_Yes","81_Yes","93_N.A","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","142_Partial"
"NUI2195",NA,"42_Periphery or remote","22_>10y","32_Stable","52_No","61_Yes","71_Yes","82_No","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
